title,label,label_score
"Karena 'Unggas Jalan-jalan', Antar Tetangga di Kudus Saling Cekik",non-clickbait,0
Mendamba Udara Bersih,non-clickbait,0
Mengenaskan! 15 Orang Sekeluarga Tewas dalam Serangan Arab Saudi di Yaman,clickbait,1
"Pasal Kriminalisasi Muncul Lagi, 75 Ribu Tukang Gigi Terancam Nganggur",non-clickbait,0
"Prabowo: Jika Keadilan Tak Bekerja, Apa Salah Anak-anak Turun ke Jalan?",non-clickbait,0
Hadiah Nobel Alternatif Untuk Greta Thunberg,non-clickbait,0
Benarkah Demo Mahasiswa Tak Ditunggangi?,clickbait,1
Viral Api Muncul dari Dalam Tanah di Ponorogo,clickbait,1
"Ini Pasukan Asmaul Husna, Para Polwan Pendingin Tensi Demo di Surabaya",clickbait,1
Di Sebelah Mana Batu-Bensin di Ambulans Pemprov DKI yang Diamankan Polisi?,clickbait,1
"Viral Poster Pelajar SMK di Sidoarjo Diajak Demo, Polisi: Itu Hoaks",non-clickbait,0
Pospol Tomang Dibakar!,clickbait,1
Hore! Gunung Sampah di Pinggir Kali Ciliwung Cilebut Dibersihkan Minggu Ini,clickbait,1
"Polisi Terus Pukul Mundur Massa, Sejumlah Orang Ditangkap di Palmerah",non-clickbait,0
Cuitan @TMCPoldaMetro soal Ambulans Bawa Molotov di Pejompongan Hilang,non-clickbait,0
"Tak Cuma Legal Mengkonsumsi, di Wilayah Ini Tiap Rumah Boleh Tanam 4 Pohon Ganja",clickbait,1
"Ngaku Diperkosa, Ternyata Laporan Mahasiswi Ini Palsu",clickbait,1
Upaya Kembangkan Ekonomi Kreatif Indonesia di Australia Lewat Kerajinan Tekstil,non-clickbait,0
Gempa Ambon Kamis Pagi dan 5 Faktanya,clickbait,1
Tok! DPR Sahkan RUU soal Bela Negara Jadi UU,clickbait,1
Bencana Kemanusiaan dan Mentalitas Pasrah,non-clickbait,0
Bahaya Konsep Domein Verklaring dalam RUU Pertanahan,clickbait,1
"Imam Nahrawi, PB PMII, dan Inkonsistensi",non-clickbait,0
Jokowi dan Solusi Diplomasi,non-clickbait,0
Ini Inovasi Tim Dentsu yang Menang di Young Spikes Indonesia,clickbait,1
Kasus Serupa 'Mulan Jameela Rebut Kursi DPR' Juga Terjadi di Daerah,non-clickbait,0
Pasal-pasal Kontroversial dalam RUU Pertanahan,clickbait,1
Massa KAMMI 'Paksa' Pimpinan DPRD Jateng Teken Penolakan RUU P-KS,non-clickbait,0
"Ada Demo di Depan DPR Siang Ini, Cek Rekayasa Lalu Lintasnya",clickbait,1
Kata Mesum yang Disusupkan Hacker di Layar Lampu Merah Garut Lenyap,non-clickbait,0
Miris! Ada Gunung Sampah 16 Meter di Tepi Sungai Ciliwung Cilebut Bogor,clickbait,1
Respons Kampus di Yogya Terkait Aksi 'Gejayan Memanggil' Hari Ini,non-clickbait,0
"Jokowi Kumpulkan Menko Polhukam-Menkum HAM, Bahas Situasi Keamanan?",clickbait,1
Jabar Sabet 3 Penghargaan Teknologi 2019,non-clickbait,0
Koalisi Empat Parpol di Pilbup Jember 2020 Sempat Sebut Nama,non-clickbait,0
"DPR Dinilai Toleran Terhadap Kekerasan Seksual, Komisi VIII: Nggak Nyambung",non-clickbait,0
"Kecewa Ditunda, Prof Muladi: Apa Kita Lebih Suka KUHP Penjajah?",non-clickbait,0
Heboh Layar Digital di Lampu Merah Garut Tampilkan Kata-kata Kotor,clickbait,1
Doa Agar Tak Malas di Hari Senin Biar Semangat di Awal Pekan,clickbait,1
"Heboh Babi Masuk Masjid: Ibu-ibu Teriak, Si Babi Mati Ditembak",non-clickbait,0
Kronologi Jambret Loncat ke Kali Cengkareng Drain hingga Ditemukan Tewas,non-clickbait,0
"Pemerintah Disebut Tak Tuntaskan Akar Masalah Karhutla, Ngabalin: Baca UU-nya",non-clickbait,0
Peran Serta TNI AD Majukan Pulau Terluar Aceh di Simeulue,non-clickbait,0
"Heboh Kata Mesum di Layar Digital Lampu Merah, Polisi: Dishub Baru Konsultasi",non-clickbait,0
Program Si Manis Manjakan Kaum Wanita di Malang Saat Urus SIM,clickbait,1
Menunggu Jokowi Seperti Theseus,clickbait,1
"Akan Jadi 'Pengantin', Terduga Teroris di Jakut Tinggalkan Surat Wasiat",clickbait,1
Gejayan Memanggil dan Aksi Pergerakan Mahasiswa di Yogyakarta,non-clickbait,0
Ayah Terduga Teroris di Jakut Tak Tahu Anaknya Simpan Bahan Peledak,non-clickbait,0
Bekas Terminal Ini Diusulkan Jadi Gedung Dishub Ponorogo,non-clickbait,0
Teka-teki Eks Sesmenpora Usai Diperiksa KPK: Lihat Saja di Pengadilan,non-clickbait,0
Alasan Golkar Rotasi Anggotanya di Komisi XI Jelang Fit & Proper BPK,clickbait,1
Empat Kedutaan di Canberra Paling Banyak Ngemplang Denda Parkir,non-clickbait,0
Tjahjo: Mungkin Saya Satu-satunya Menteri yang Tak Pernah ke Luar Negeri,non-clickbait,0
Resmi! Gibran Rakabuming Raka Daftar Jadi Kader PDIP,non-clickbait,0
Kata NasDem soal Peluang Usung Gibran Rakabuming di Pilwalkot Solo,non-clickbait,0
"Kepalkan Tangan, Ribuan Mahasiswa Bandung Gelar Aksi 'Save KPK'",non-clickbait,0
Pengakuan Pelajar yang Demo di DPRD Jatim Sudah Dapat Izin dari Sekolah,non-clickbait,0
Sekolah di Purworejo Ini Ancam Keluarkan Siswa yang Ikut Demo,non-clickbait,0
"RUU PKS Beda Nasib dengan RUU KPK, Ini Fakta-faktanya",clickbait,1
Dua Penerbangan di Dubai Terpaksa Dialihkan karena Drone,non-clickbait,0
Kepala BNPB Jelaskan Kesulitan Padamkan Api di Lahan Gambut,non-clickbait,0
"Heboh Timbangan Beras BPNT Berkurang, Ini Kata Pemkab Sumedang",clickbait,1
Darah Juang yang Terus Bergema di Lokasi Aksi Gejayan Memanggil,non-clickbait,0
"Prada Deri Dibui Seumur Hidup, Keluarga Vera: Biar Busuk di Penjara!",non-clickbait,0
"Paket Mencurigakan di Stasiun Kereta Bandara Manchester, 1 Pria Ditangkap",non-clickbait,0
Tiga Polres di Jajaran Polda Jatim akan Jadi Polresta,non-clickbait,0
Warga Tanjungbalai Sumut Heboh Temukan 4 Buaya di Sungai,non-clickbait,0
"Pelajar Demo di DPRD Sulsel Diamankan, Ada yang Bawa Ketapel Busur",non-clickbait,0
"Demo di Mana-mana, Jokowi Sedang Panggil Pejabat-pejabat Ini di Istana",clickbait,1
DPR Bakal Sahkan RUU Keamanan Siber 30 September?,clickbait,1
Driver Taksi Online Jelaskan Kronologi Pemukulan di Kokas,non-clickbait,0
"Ditunda, RUU PKS Pidanakan Siulan Menggoda hingga Begal Payudara",non-clickbait,0
Pentingnya Sarapan dengan Makanan Padat untuk Anak,clickbait,1
3 Jenis Diet untuk Organ Intim Lebih Sehat,clickbait,1
Mengenal Bahaya Memakai Baju Baru Tanpa Dicuci Dulu,clickbait,1
"Pertengkaran dengan Pasangan Bisa Memperkuat Hubungan, Benarkah?",clickbait,1
Jatuh Cinta Sewajarnya Saja agar Tak Berujung Saling Menyakiti,non-clickbait,0
5 Tips Menyimpan Uang untuk Membeli Rumah Pertama,clickbait,1
Tips Membuat Kamar Bayi Hemat Budget,clickbait,1
Resep Tumis Pakcoy Bawang Putih Praktis 2 Bahan,non-clickbait,0
Tips Menggunakan Kemiri dalam Masakan agar Lebih Sedap,non-clickbait,0
"Menikmati Pameran Lukisan Random dari Seniman Muda, Farrah Faustine",non-clickbait,0
5 Mantra yang Jadi Kekuatan Para Extra Women Saat Memperjuangkan Passion,clickbait,1
"Penelitian Membuktikan, Kebahagiaan Istri Tentukan Keutuhan Pernikahan",non-clickbait,0
"Polemik PB Djarum-KPAI, Beasiswa atau Eksploitasi?",clickbait,1
5 Inspirasi Masakan Praktis Terbuat dari Daging Ayam,clickbait,1
Pilihan Beragam Profesi dan Jenjang Karier yang Menjanjikan di Perusahaan Asuransi,non-clickbait,0
Cinta Itu Indah tapi Juga Rumit,non-clickbait,0
"Dalam Sehari, Maksimalnya Berapa Kali Suami Istri Bisa Berhubungan Intim?",clickbait,1
Hindari Kesalahan Sepele yang Bikin Tidur Kurang Nyenyak,non-clickbait,0
7 Tahun Kehilangan Sahabat karena Sebuah Kata Cinta,non-clickbait,0
Tips Menyimpan Ragi Agar Tetap Aktif dan Awet Tahan Lama,non-clickbait,0
Raffi Ahmad Blak-blakan Soal Kirim Bunga ke Desy Ratnasari,clickbait,1
"Setelah Gading Marten, Della Dartyan Sukses Taklukkan Adipati Dolken",non-clickbait,0
Momen Romantis Justin Bieber dan Hailey Baldwin saat Kencan di Pantai,non-clickbait,0
Fans Menduga Camila Cabello Rilis Lagu Terbaru untuk Shawn Mendes,non-clickbait,0
Totalitas Aaliyah Massaid Manggung di ON OFF FESTIVAL,non-clickbait,0
"Cerita Melahirkan Sandra Dewi, dari Lupa Hamil sampai Posisi Sungsang",non-clickbait,0
Dian Sastrowardoyo Sempat Menyesal Jadi Artis Peran,non-clickbait,0
"Akibat Pergaulan Bebas, Bastian Steel Harus Nikah Muda dan Punya Anak",non-clickbait,0
"4 Album Terlaris 2019, BTS Sementara Duduki Posisi Pertama",clickbait,1
Ari Lasso Tandai Karier dengan Konser Tunggal Perjalanan Panjang,non-clickbait,0
Fakta Sandra Dewi Melahirkan Anak Kedua,clickbait,1
Serunya Meet n Greet Michelle Ziudith dan Megantara di On Off Festival Hari Kedua,clickbait,1
Perempuan Tanah Jahanam Bakal Lebih Seram dari Pengabdi Setan,non-clickbait,0
"Kabar Hamil Makin Santer, Syahrini Akui Kurangi Job Nyanyi",non-clickbait,0
Rencana Taylor Swift Perjuangkan Karyanya yang Dirampas,non-clickbait,0
"Lantaran Perannya di Film, Della Dartyan Jadi Lebih Relate dengan Zodiak Sagitarius",non-clickbait,0
Miley Cyrus dan Kaitlynn Carter Makin Mesra di Depan Publik,non-clickbait,0
"Lorong, Jadi Film Comeback dari Winky Wiryawan?",clickbait,1
Melihat Pribadi Shandy Aulia lewat Zodiak Cancer,non-clickbait,0
Fakta Sidang Perdana Kasus Narkoba Jefri Nichol,non-clickbait,0
Kandungan Wajib pada Toner Sesuai dengan Kondisi Kulit Wajahmu,clickbait,1
9 Perawatan Kulit untuk Mengatasi Masalah Bintik-Bintik Gelap,clickbait,1
Serba-Serbi Penggunaan Asam Lemak di Kulit Wajah,non-clickbait,0
5 Rahasia Kecantikan Tradisional para Perempuan Tiongkok,clickbait,1
Inovasi Perawatan Kulit Korea dalam Delapan Langkah,clickbait,1
Tips Merawat dan Menata Rambut Tipis Agar Tampak Bervolume,clickbait,1
Rekomendasi Essential Oil dengan Kandungan Tea Tree yang Kulit Berjerawat,clickbait,1
4 Manfaat Alpukat Untuk Kecantikan dari Wajah Sampai Rambut,clickbait,1
Cari Tahu Tentang Eksfoliasi Kulit dan Cara Tepat Melakukannya,clickbait,1
5 Rahasia Kecantikan Perempuan Asia,clickbait,1
Tips Melakukan Puasa Kulit,clickbait,1
Orangtua Wajib Memberi Contoh jika Ingin Anak Suka Sayur dan Buah,non-clickbait,0
Gerakan Daur Ulang untuk Lingkungan dan Bernilai Ekonomi,non-clickbait,0
Sebenarnya Apa Kegunaan Kencur dalam Masakan?,clickbait,1
Launching Smartfren WOW Dimeriahkan Selebriti dan Undian Berhadiah Rumah,non-clickbait,0
Cinta Datang Kapan Saja meski Tak Selalu Bisa Dimiliki,non-clickbait,0
Mencintai Seseorang dalam Diam Harus Tegar Menahan Rindu Sendirian,clickbait,1
"Di Saat Pasrah, Jodoh Datang Menawarkan Masa Depan Terindah",non-clickbait,0
5 Cara Menghilangkan Bau Mulut yang Berasal dari Dalam Perut,clickbait,1
Berapa Lama Baiknya Membiarkan Adonan Mengembang Sempurna?,clickbait,1
Cerita Nadhila QP Ngajar Beauty Class di On Off Festival 2019,clickbait,1
5 Inspirasi Camilan Enak Berbahan Dasar Labu Kuning,clickbait,1
4 Tips Efektif Melangsingkan Perut dengan Planking,clickbait,1
"Terima Kasih Sudah Singgah di Hidupku, meski Hanya sebagai Sahabat",non-clickbait,0
Saksikan Keseruan Pertunjukan Musikal dan Aksi Ryder Bersama Para Pups Adventure Bay dari Serial Paw Patrol Secara Langsung,non-clickbait,0
Mencoba Bermain Game Online dengan Samsung Galaxy A50s,non-clickbait,0
"Studi Membuktikan, Perempuan Lebih Mudah Mencintai Jika Perutnya Kenyang",non-clickbait,0
Mengintip Spesifikasi Canggih Hingga Harga iPhone 11,clickbait,1
"Optimalkan Generasi Sebelumnya, Samsung Galaxy A50s Hadirkan Kamera 48MP untuk Milenial",non-clickbait,0
"Tetap Bertahan Usai Bertengkar, Tanda Hubungan Siap Dibawa ke Pelaminan",clickbait,1
Mengenang B.J. Habibie Lewat Quotes Tentang Cita-cita dan Cinta,non-clickbait,0
7 Kebiasaan Kecil yang Ternyata Toxic Buat Hubungan Cintamu,clickbait,1
Apakah Kulit Ubi Bisa Dimakan? Apa Manfaatnya?,clickbait,1
Fashion Item BJ Habibie yang jadi Penghuni Museum Kepresidenan RI,non-clickbait,0
4 Gaya Autentik BJ Habibie yang Menjadi Kenangan,clickbait,1
"Sakit hingga Bosan, Alasan Perempuan Memalsukan Kepuasan Seksualnya",clickbait,1
Selamat Bertemu Kembali dengan Kekasih Hati di Keabadian Habibie,non-clickbait,0
Melihat Uniknya Gaya Khloe Kardashian Lewat Rambut Barunya,clickbait,1
Cerita Natasha Wilona Bertemu Penggemar Garis Keras,non-clickbait,0
Potret Lain Camila Cabello dan Shawn Mendes saat Tampil di Publik,non-clickbait,0
Sam Smith Tampil Perdana Pakai High Heels di Red Carpet,non-clickbait,0
"Lirik Lagu Louis Tomlinson, Kill My Mind",clickbait,1
Keseruan Nicky Tirta Berbagi Menu Masakan Baru Pada Kaum Ibu,clickbait,1
Kesulitan yang Dirasakan Prisia Nasution di Film Lorong,clickbait,1
"Sempat Lihat Hantu di Rumah, Raffi Ahmad Santai",clickbait,1
Sepak Terjang Jefri Nichol di Dunia Hiburan Hingga Terjerat Narkoba,clickbait,1
Sivia Azizah Ungkap Rencana Debut sebagai Penyanyi Solo,clickbait,1
"Ikut Organisasi Anti Alkohol, Brad Pitt Berhenti Minum-Minuman Keras",non-clickbait,0
Cerita Melanie Subono Ada di Samping BJ Habibie saat Meninggal Dunia,clickbait,1
Tegarnya Jefri Nichol Ditilik dari Zodiak Capricorn,clickbait,1
"Tak Ingin Jauh dari Ainun, BJ Habibie Dimakamkan di Sisi Sang Istri",non-clickbait,0
"Kronologi Meninggalnya BJ Habibie, Presiden RI ke-3",non-clickbait,0
"Zodiak Sagitarius, Natasha Wilona Tak Ingin Dikekang",non-clickbait,0
Cerita Detik-Detik Meninggalnya BJ Habibie,non-clickbait,0
Jenazah BJ Habibie Akan Dimakamkan Besok di TMP Kalibata,non-clickbait,0
Ungkapan Duka Cita Selebriti Atas Wafatnya BJ Habibie,non-clickbait,0
Mengenang Sosok BJ Habibie sebagai Ilmuwan dan Negarawan,non-clickbait,0
"Kabar Duka, BJ Habibie Presiden RI ke-3 Meninggal Dunia",non-clickbait,0
"Belajar dari Kisah Hidup BJ Habibie, Sang Intelek Penyayang Keluarga",non-clickbait,0
Tangis Reza Rahadian Sambut Jenazah BJ Habibie di Rumah Duka,non-clickbait,0
Cinta Luar Biasa Milik Andmesh Jadi Lagu Paling Populer,non-clickbait,0
6 Cara Menggunakan Lipstik Sesuai Bentuk Bibir,clickbait,1
Alasan Pentingnya Melakukan Pengelupasan Kulit untuk Perawatan Wajah,clickbait,1
"Tak Hanya Menjadi Masalah Rambut, Ketombe juga Bisa Jadi Ancaman untuk Kulit Wajah",clickbait,1
Rambut Tebal Alami dengan Daun Jambu Biji,non-clickbait,0
Kerap Jerawatan di Dahi Bisa Jadi Disebabkan Kondisioner,non-clickbait,0
3 Hal Dasar yang Harus Dipahami Sebelum Beli Skincare,clickbait,1
"Blackheads Gagal Terangkat Strip Pore, Tandanya Bukan Komedo",clickbait,1
Cara Mencegah Timbulnya Benjolan Halus di Kulit Usai Bercukur,clickbait,1
4 Kebiasaan Sehari-hari yang Menyumbat Pori-Pori Kulit Wajah,clickbait,1
Rangkaian Perawatan Kecantikan Wajah yang Aman untuk Kulit Remaja,clickbait,1
FIMELA FEST 2019: Hubungan Mindfull Parenting Terhadap Kecerdasan Sensorik Anak,non-clickbait,0
5 Cara Mendidik Anak Agar Lebih Disiplin Sejak Dini,clickbait,1
Cara Memasak Brokoli Agar Tetap Hijau Segar,clickbait,1
"Resep Sandwich ala Korea, Cocok untuk Bekal",non-clickbait,0
Trik Bebas Boros Gunakan Kartu Kredit Selama Traveling,non-clickbait,0
"Jelajahi Indonesia Selama 90 Hari, Kevin Hendrawan Hanya Membawa 20 Baju",non-clickbait,0
"FIMELA FEST 2019: Takut adalah Hal yang Wajar, tapi Seberapa Besar Kita Berani Melawan?",clickbait,1
Rencana Pemakaman BJ Habibie di Taman Makam Pahlawan Kalibata Hari Ini,non-clickbait,0
"Rebutan Kursi, Kenapa Ibu Hamil Harus Duduk di Commuter Line?",clickbait,1
5 Kondisi yang Sebaiknya Tak Olahraga Dulu,clickbait,1
Cintai Dirimu Sendiri sebelum Mencintai Orang Lain,non-clickbait,0
Meraih Kebahagiaan dengan Cinta Butuh Perjuangan Besar,non-clickbait,0
"Baby Shark Live Musical Hadir di Indonesia, Yuk Joget Bersama Lagu Kegemaran Buah Hati",non-clickbait,0
4 Zodiak yang Selalu Berpikir Positif dalam Menggapai Tujuan,clickbait,1
Fimela Fest 2019: Kate Middleton Ternyata Pernah Jadi Korban Beauty Bullying Ketika Remaja,non-clickbait,0
Cara Mengurangi Perasaan Grogi Saat Kencan Pertama,clickbait,1
4 Cara Mengatasi Pilek secara Alami,clickbait,1
3 Zodiak yang Mudah Jatuh Hati pada Sahabatnya Sendiri,clickbait,1
5 Zodiak yang Dikenal Sangat Manja dan Menggemaskan,clickbait,1
Bisakah Traveling Bikin Telat Datang Bulan?,clickbait,1
Tips Agar Makanan yang Digoreng Tidak Hitam,clickbait,1
"Bulu Kuduk Merinding saat Mendengar Lagu Bagus, Kenapa Begitu?",clickbait,1
FIMELA FEST 2019: Manfaat Mindfull Parenting Buat Ortu-Anak Chill Out,clickbait,1
Memiliki Pasangan akan Menambah Masalah Baru dalam Hidup,clickbait,1
5 Rekomendasi Restoran Halal di Korea Selatan,clickbait,1
FIMELA FEST 2019: 5 Alasan Perempuan Milenial Perlu Mencintai Diri Sendiri,clickbait,1
Sosok BJ Habibie di Mata Prilly Latuconsina,non-clickbait,0
Cinta Sejati Habibie dan Ainun Bermuara di Keabadian,non-clickbait,0
"Jadi Opening Act Konser Lukas Graham Jakarta, Gisel Sempat Pesimis",non-clickbait,0
"Eksklusif Joe Taslim, Meski Sibuk Jadi Artis Internasional Tetap Pandai Bagi Waktu Bersama Keluarga",clickbait,1
Alasan Orlando Bloom Tolak Hadir di Saturday Night Live,clickbait,1
"LIrik Lagu BCL, Cinta Sejati",non-clickbait,0
"Rayakan 17 Tahun Berkarya, Maliq & D'Essentials Rilis DVD Spesial",non-clickbait,0
Suasana Haru di Pemakaman BJ Habibie,non-clickbait,0
"Di Depan Makam BJ Habibie, Jokowi: Selamat Jalan Mister Crack",non-clickbait,0
Alasan BJ Habibie Dijuluki Sebagai Mr Crack,clickbait,1
"4 Fakta Seru Jelang Comeback TWICE, Feel Special",clickbait,1
Belajar Tentang Cinta yang Suci dari Sosok BJ Habibie,clickbait,1
"Sudah Punya Bayi, Aura Kasih Tetap Main Ular",non-clickbait,0
Kesuksesan BJ Habibie Meraih Cita-cita dan Cinta Terekam di Film Layar Lebar,non-clickbait,0
Mengetahui Sifat Boy William dari Karakter Zodiak Libra,clickbait,1
Pesan BJ Habibie yang Selalu Diingat Reza Rahadian,non-clickbait,0
"Agnez Mo Kembali Bersinar Lewat Single Terbaru, Diamonds",non-clickbait,0
Duka Bunga Citra Lestari dan Artis-Artis Indonesia atas Meninggalnya BJ Habibie,non-clickbait,0
"Peduli Lingkungan, Samuel Zylgwyn Turun Langsung Bersihkan Sampah di Laut",non-clickbait,0
"Pakai Busana yang Sama, Michael B Jordan: Zendaya Terlihat Lebih Baik",non-clickbait,0
5 Hal yang Perlu Diperhatikan Saat Memilih Produk Pelembap Wajah,clickbait,1
5 Tips Menggunakan Lipstik Matte Secara Sempurna,clickbait,1
"Cegah Timbulnya Jerawat, Perlukah Serum untuk Perawatan Kulit Berminyak?",clickbait,1
Apakah Retinol Benar Bisa Memperbaiki Kulit?,clickbait,1
Rekomendasi Body Lotion Berkandungan Shea Butter untuk Siku yang Kasar,non-clickbait,0
3 Makanan Anti-Aging Terbaik Bagi Perempuan agar Kulit Tetap Kencang,clickbait,1
FIMELA FEST 2019: Cara Menghindari Memukul Anak Ketika Orangtua Emosi,clickbait,1
FIMELA Fest 2019: Mengasuh Anak Tanpa Emosi dengan Mindful Parenting,non-clickbait,0
FIMELA FEST 2019: Batasi Anak Main Gadget Bentuk Mindful Parenting?,clickbait,1
Resep Sup Ayam Jahe Sehat dan Sedap,non-clickbait,0
"Awas, Rokok Elektrik Bisa Menurunkan Kesuburan Perempuan",clickbait,1
