title,label,label_score
Tangis Reza Rahadian Sambut Jenazah BJ Habibie di Rumah Duka,non-clickbait,0
Ingat Kemal Mochtar? Ini Kisahnya Turunkan Bobot Tubuh dari 120 kg jadi 60 kg,clickbait,1
Cinta Luar Biasa Milik Andmesh Jadi Lagu Paling Populer,non-clickbait,0
6 Cara Menggunakan Lipstik Sesuai Bentuk Bibir,clickbait,1
Alasan Pentingnya Melakukan Pengelupasan Kulit untuk Perawatan Wajah,clickbait,1
"Tak Hanya Menjadi Masalah Rambut, Ketombe juga Bisa Jadi Ancaman untuk Kulit Wajah",clickbait,1
Rambut Tebal Alami dengan Daun Jambu Biji,non-clickbait,0
Kerap Jerawatan di Dahi Bisa Jadi Disebabkan Kondisioner,non-clickbait,0
3 Hal Dasar yang Harus Dipahami Sebelum Beli Skincare,clickbait,1
"Blackheads Gagal Terangkat Strip Pore, Tandanya Bukan Komedo",clickbait,1
Cara Mencegah Timbulnya Benjolan Halus di Kulit Usai Bercukur,clickbait,1
4 Kebiasaan Sehari-hari yang Menyumbat Pori-Pori Kulit Wajah,clickbait,1
Rangkaian Perawatan Kecantikan Wajah yang Aman untuk Kulit Remaja,clickbait,1
FIMELA FEST 2019: Hubungan Mindfull Parenting Terhadap Kecerdasan Sensorik Anak,non-clickbait,0
"Jalan Kaki hingga Yoga, Ini 5 Olahraga Terbaik untuk Ibu Hamil",clickbait,1
5 Cara Mendidik Anak Agar Lebih Disiplin Sejak Dini,clickbait,1
4 Fakta Tentang Autisme yang Wajib Diketahui,clickbait,1
19 Hadiah untuk Calon atau Ibu Mertua yang Sulit Ditaklukkan,clickbait,1
Resep Praktis Udang Goreng Bumbu Bawang,non-clickbait,0
"Menu Hari Ini: Tumis Bayam Saus Tiram, Buntil Daun Pepaya dan Sayap Ayam Empuk",non-clickbait,0
Cara Memasak Brokoli Agar Tetap Hijau Segar,clickbait,1
Resep Tum Ayam Khas Bali,non-clickbait,0
Irresistible Bazaar Gelar 2 event Selama Bulan September,non-clickbait,0
"Resep Sandwich ala Korea, Cocok untuk Bekal",non-clickbait,0
Trik Bebas Boros Gunakan Kartu Kredit Selama Traveling,non-clickbait,0
"Jelajahi Indonesia Selama 90 Hari, Kevin Hendrawan Hanya Membawa 20 Baju",non-clickbait,0
Mengapa Kurang Tidur Bisa Bikin Gemuk? Ini Alasan Ilmiahnya,clickbait,1
"FIMELA FEST 2019: Takut adalah Hal yang Wajar, tapi Seberapa Besar Kita Berani Melawan?",clickbait,1
Rencana Pemakaman BJ Habibie di Taman Makam Pahlawan Kalibata Hari Ini,non-clickbait,0
"Rebutan Kursi, Kenapa Ibu Hamil Harus Duduk di Commuter Line?",clickbait,1
5 Kondisi yang Sebaiknya Tak Olahraga Dulu,clickbait,1
Cintai Dirimu Sendiri sebelum Mencintai Orang Lain,non-clickbait,0
4 Zodiak Ini Rutin Introspeksi Diri dan Bercermin dalam Menjalani Kehidupan,clickbait,1
Meraih Kebahagiaan dengan Cinta Butuh Perjuangan Besar,non-clickbait,0
"Baby Shark Live Musical Hadir di Indonesia, Yuk Joget Bersama Lagu Kegemaran Buah Hati",non-clickbait,0
4 Zodiak yang Selalu Berpikir Positif dalam Menggapai Tujuan,clickbait,1
Fimela Fest 2019: Kate Middleton Ternyata Pernah Jadi Korban Beauty Bullying Ketika Remaja,non-clickbait,0
4 Zodiak Ini Akan Alami Masa Terbaik di Bulan Agustus-September 2019,clickbait,1
Cara Mengurangi Perasaan Grogi Saat Kencan Pertama,clickbait,1
4 Cara Mengatasi Pilek secara Alami,clickbait,1
3 Zodiak yang Mudah Jatuh Hati pada Sahabatnya Sendiri,clickbait,1
Resep Salad Kentang Mayo,non-clickbait,0
"Jangan Dibuang, Ini Manfaat Kupasan Kulit Kentang untuk Kulit",clickbait,1
"Punya Nutrisi Tinggi, Ini Cara Mengolah Kulit Kentang agar Bisa Dimakan",clickbait,1
"Diabetes hingga Kanker, Ini Manfaat Kulit Pisang untuk Kesehatan",clickbait,1
5 Zodiak yang Dikenal Sangat Manja dan Menggemaskan,clickbait,1
Bisakah Traveling Bikin Telat Datang Bulan?,clickbait,1
Tips Agar Makanan yang Digoreng Tidak Hitam,clickbait,1
"Bisa Dimakan, Ini Manfaat Kulit Putih pada Semangka!",clickbait,1
"Bulu Kuduk Merinding saat Mendengar Lagu Bagus, Kenapa Begitu?",clickbait,1
"Secara Ilmiah, Ini Alasan Orang Putus Cinta Balikan Lagi dengan Mantannya",clickbait,1
FIMELA FEST 2019: Manfaat Mindfull Parenting Buat Ortu-Anak Chill Out,clickbait,1
Memiliki Pasangan akan Menambah Masalah Baru dalam Hidup,clickbait,1
"Menurut Studi, Ini Waktu Paling Tapat untuk Berhubungan Intim",clickbait,1
5 Rekomendasi Restoran Halal di Korea Selatan,clickbait,1
FIMELA FEST 2019: 5 Alasan Perempuan Milenial Perlu Mencintai Diri Sendiri,clickbait,1
Sosok BJ Habibie di Mata Prilly Latuconsina,non-clickbait,0
Cinta Sejati Habibie dan Ainun Bermuara di Keabadian,non-clickbait,0
"Jadi Opening Act Konser Lukas Graham Jakarta, Gisel Sempat Pesimis",non-clickbait,0
"Sesal Shireen Sungkar atas Meninggalnya BJ Habibie, Kenapa?",clickbait,1
"BJ Habibie Meninggal, Begini Sedihnya Reza Rahadian",clickbait,1
"Eksklusif Joe Taslim, Meski Sibuk Jadi Artis Internasional Tetap Pandai Bagi Waktu Bersama Keluarga",clickbait,1
Alasan Orlando Bloom Tolak Hadir di Saturday Night Live,clickbait,1
"Dikira Jadi Pria Feminin di Film Bebas, Begini Tanggapan Baskara Mahendra",clickbait,1
"LIrik Lagu BCL, Cinta Sejati",non-clickbait,0
"Rayakan 17 Tahun Berkarya, Maliq & D'Essentials Rilis DVD Spesial",non-clickbait,0
Begini Rencana Pemakaman BJ Habibie di TMP Kalibata,clickbait,1
"Raditya Dika dan Anak Terserang Autoimun, Simak Gejala yang Terjadi",clickbait,1
Suasana Haru di Pemakaman BJ Habibie,non-clickbait,0
"Di Depan Makam BJ Habibie, Jokowi: Selamat Jalan Mister Crack",non-clickbait,0
Alasan BJ Habibie Dijuluki Sebagai Mr Crack,clickbait,1
"4 Fakta Seru Jelang Comeback TWICE, Feel Special",clickbait,1
Belajar Tentang Cinta yang Suci dari Sosok BJ Habibie,clickbait,1
"Sudah Punya Bayi, Aura Kasih Tetap Main Ular",non-clickbait,0
Kesuksesan BJ Habibie Meraih Cita-cita dan Cinta Terekam di Film Layar Lebar,non-clickbait,0
Mengetahui Sifat Boy William dari Karakter Zodiak Libra,clickbait,1
"Dihina Donald Trump, Chrissy Teigen Dapat Dukungan",non-clickbait,0
Pesan BJ Habibie yang Selalu Diingat Reza Rahadian,non-clickbait,0
Ryan Reynolds dan Blake Lively Berdonasi Mendukung Hak Anak Imigran,non-clickbait,0
"Agnez Mo Kembali Bersinar Lewat Single Terbaru, Diamonds",non-clickbait,0
Duka Bunga Citra Lestari dan Artis-Artis Indonesia atas Meninggalnya BJ Habibie,non-clickbait,0
"Peduli Lingkungan, Samuel Zylgwyn Turun Langsung Bersihkan Sampah di Laut",non-clickbait,0
"Pakai Busana yang Sama, Michael B Jordan: Zendaya Terlihat Lebih Baik",non-clickbait,0
5 Hal yang Perlu Diperhatikan Saat Memilih Produk Pelembap Wajah,clickbait,1
5 Tips Menggunakan Lipstik Matte Secara Sempurna,clickbait,1
"Cegah Timbulnya Jerawat, Perlukah Serum untuk Perawatan Kulit Berminyak?",clickbait,1
Apakah Retinol Benar Bisa Memperbaiki Kulit?,clickbait,1
Rekomendasi Body Lotion Berkandungan Shea Butter untuk Siku yang Kasar,non-clickbait,0
3 Makanan Anti-Aging Terbaik Bagi Perempuan agar Kulit Tetap Kencang,clickbait,1
5 Hal Penting yang Harus Diingat Pemilik Kulit Sensitif,clickbait,1
"Jangan Panik, Ini Tips Mengatasi Anak Rewel Akibat Demam Tinggi",clickbait,1
FIMELA FEST 2019: Cara Menghindari Memukul Anak Ketika Orangtua Emosi,clickbait,1
FIMELA Fest 2019: Mengasuh Anak Tanpa Emosi dengan Mindful Parenting,non-clickbait,0
FIMELA FEST 2019: Batasi Anak Main Gadget Bentuk Mindful Parenting?,clickbait,1
Resep Sup Ayam Jahe Sehat dan Sedap,non-clickbait,0
"Awas, Rokok Elektrik Bisa Menurunkan Kesuburan Perempuan",clickbait,1
"Hati-Hati Gadget dapat Membuat Mata Kering, Ketahui Alasannya",clickbait,1
10 Fakta Tentang Cinta yang Penting Diketahui,clickbait,1
Hubungan Jarak Jauh Sulit Dipertahankan jika Kau Menghilang Begitu Saja,clickbait,1
FIMELA Fest 2019: 3 Cara Melatih Body Positivity pada Diri,clickbait,1
Mengenal Manfaat Penting Asuransi Kesehatan Bagi Keluarga,clickbait,1
Destinasi Kuliner Berkonsep Unik dengan 100 Pilihan Menu Makanan,clickbait,1
Keindahan Bak Surga dari 5 Destinasi Wisata Tersembunyi di Indonesia,clickbait,1
"Menu Hari Ini: Salad Kentang Mayo, Tum Ayam dan Fetucini Gulai Pedas",non-clickbait,0
"Putus Cinta Bukan Masalah, 3 Zodiak Ini Cepat Move On",clickbait,1
Bersiap Menuju Gelaran Mode Jakarta Fashion Week 2020,non-clickbait,0
Resep Tumis Kubis 3 Bahan Praktis,non-clickbait,0
5 Olahan Masakan yang Perlu Ditambah Ketumbar agar Makin Sedap,clickbait,1
Resep Bakwan Jagung Bayam Renyah,non-clickbait,0
Lebik Baik Melepaskan daripada Bertahan tapi Saling Melukai,non-clickbait,0
Resep Sambal Teri Bumbu Balado Enak,non-clickbait,0
"House of Hustle, Ajang Beragam Olahraga dari Puma",non-clickbait,0
Ini Pentingnya Air Mineral untuk Kesehatan,clickbait,1
"Berkenalan dengan Sulawesi Toraja Sapan Village dan Sumatra, Biji Kopi Terbaik di Indonesia",non-clickbait,0
"Cinta Itu Menerima Apa Adanya, Bukan Menuntut Serba Sempurna",non-clickbait,0
"Jangan Dibuang, Ini Manfaat Sehat Kulit Bawang Bombay!",clickbait,1
"FIMELA FEST 2019: Self Love, Pahami Dirimu dan Temukan Bahagiamu",non-clickbait,0
"Saling Suka tapi Tak Bisa Bersama, Rasanya Konyol Sekali",non-clickbait,0
"Makanan Pedas Bisa Meningkatkan Nafsu Makan, Benarkah?",clickbait,1
5 Zodiak Ini Dikenal Tak Mau Mengalah Karena Merasa Paling Benar,clickbait,1
3 Karakter yang Dapat Mendukung Kesuksesan Karir,clickbait,1
5 Kue Tradisional Jepang Berbahan Dasar Tepung Beras,clickbait,1
Apakah Air Putih Punya Kalori? Ini Faktanya,clickbait,1
"Kunyit hingga Buah Bit, Ini Pewarna Alami untuk Makanan",clickbait,1
Fimela Unboxing: Update Makeup Kekinian | Dolce & Gabbana,non-clickbait,0
"Mengurangi Makan Nasi, 5 Alternatif Pengganti Nasi Ini Sangat Bergizi!",clickbait,1
Tips Menggunakan Serai agar Masakan Lebih Harum Aromanya,clickbait,1
"Saling Mendukung, Cara Agar Pernikahan Langgeng Selamanya",clickbait,1
Asuransi Mendukung Gelaran Olahraga Lari dan Gaya Hidup Sehat,non-clickbait,0
"Tak Perlu Memaksa, Ini 6 Cara Agar Pria Mau Berkomitmen Padamu",clickbait,1
FIMELA FEST 2019: 3 Negara dengan Praktik Beauty Bullying Tertinggi,clickbait,1
"FIMELA FEST 2019: Self Love, Ini Alasan Mencintai Diri Sendiri Itu Penting",clickbait,1
"Suka Menggantungkan Tas di Lengan, Seperti Ini Kepribadianmu!",clickbait,1
"Bisa Diandalkan, 4 Zodiak Ini Akan Jadi Sahabat yang Paling Kamu Butuhkan",clickbait,1
Kolabora Coworking Space yang Nyaman dan Instagramable,non-clickbait,0
"Yeonjun TXT Ulang Tahun, Ini Fakta yang Perlu Kamu Tahu Tentangnya",clickbait,1
Begini Makeup Andalan Marsha Aruan,clickbait,1
"Jadi Penonton, Kendall Jenner Rindu Tampil di New York Fashion Week",clickbait,1
"Sudah Terpilih, Ini Dia Member yang Jadi Leader SuperM",clickbait,1
"Satu Gaya Rambut, 4 Ekspresi Menggemaskan Dian Sastrowardoyo",clickbait,1
"Tampil  di Harmonia: Classic Story, Pesona Sheila On 7 Tak Memudar",non-clickbait,0
"Pertama kalinya, Dian Sastro Jadi Produser di Guru-Guru Gokil",non-clickbait,0
Nycta Gina dan Kisah Anak yang Brutal kala Menyusu,non-clickbait,0
"Anak Posesif, Alasan Nicky Tirta Masih Sendiri",non-clickbait,0
Alice Norin Ungkap Pentingnya Komunikasi dengan Anak,clickbait,1
"Dikabarkan Jadi Siti Gahara di Jagat Sinema Bumilangit, Ini Kata Cinta Laura",clickbait,1
Caesar Hito Ceritakan Pengalaman Tak Terlupakan dengan Penggemar,non-clickbait,0
Kolaborasi Unik Post Malone dengan Rocker dan Rapper Sekaligus,non-clickbait,0
Cinta Laura tentang Perempuan yang Bisa Jadi Inspirasi,non-clickbait,0
Sambutan Meriah untuk Film Gundala di TIFF 2019,non-clickbait,0
Tulisan Menyentuh Boy William untuk Sang Adik,clickbait,1
"Anniversary, Cantiknya Memes Berbalut Kebaya saat Menikah dengan Addie MS",clickbait,1
"Usai Kontroversi Buteyko, Andien Ungkap Manfaat Push Bike bagi Anak",clickbait,1
"Ulang Tahun, Yeonjun TXT Jadi Trending Topik",non-clickbait,0
"Baru Tayang, Ini Sinopsis Warkop DKI Reborn",clickbait,1
Film Cek Toko Sebelah Antre Setahun di Badan Sensor Cina,non-clickbait,0
"BalkonJazz Festival Siap Dimulai, Suasana Desa Ngejazz Menanti",non-clickbait,0
Puisi Mengharukan Najwa Shihab untuk BJ Habibie,non-clickbait,0
Mengintip Karakter Zodiak Virgo dalam Diri Andien,non-clickbait,0
"Ariana Grande, Miley Cyrus dan Lana Del Rey Tampil Seksi di Don't Call Me Angel",non-clickbait,0
Kiki Amalia dan Perawatan Kecantikan Favoritnya,non-clickbait,0
"Sibuk Syuting, Ernest Prakasa tidak Datang Ke Pemakaman BJ Habibie",non-clickbait,0
"Mina Akhirnya Muncul di Teaser Comeback TWICE, Feel Special",non-clickbait,0
Tips Ampuh Hilangkan Noda Hitam pada Kulit Wajah,clickbait,1
Fungsi dan Cara Kerja Toner dalam Rutinitas Perawatan Kecantikan Kulit,clickbait,1
Ingin Rambut Terlihat Prima Saat Bangun Tidur? Ini rahasianya,clickbait,1
5 Trik Agar Lipstik Matte Menempel Sempurna Pada Bibir,clickbait,1
6 Tips Pengaplikasian Makeup yang Harus Diperhatikan untuk Pemilik Kulit Sensitif,clickbait,1
Miss Kurdistan 2018 Antusias dengan Perawatan Tradisional Indonesia,non-clickbait,0
Rekomendasi 5 Lipstik Lokal yang Hadir dalam Ukuran Mini,clickbait,1
