title,label,label_score
Romelu Lukaku Kembali ke Trek Positif Berkat Antonio Conte,non-clickbait,0
"Preview dan Live Streaming Inggris vs Kosovo, Rabu Dini Hari Pukul 01.45 WIB, Live di Mola TV",non-clickbait,0
Riwayat Penyakit BJ Habibie yang Kini Dirawat Intensif di RSPAD Gatot Soebroto,clickbait,1
"Sempat Tentang Abe Saat Kampanye, Anak Mantan Perdana Menteri Jepang Jadi Menteri Lingkungan Hidup",non-clickbait,0
Chelsea Incar Krzysztof Piatek dari AC Milan,non-clickbait,0
"Saat Melaju di Pondok Indah, Mobil Anton Ringsek Tertimpa Pohon Palem, Begini Nasibnya",clickbait,1
Terduga Pengeroyokan dalam Kericuhan Mubeslub MKGR di Hotel Sultan Dilaporkan ke Polisi,non-clickbait,0
"Rossa Jadi Youtuber, di Video Debutnya Ada Taemin ShiNee",clickbait,1
Rossa Foto Bareng dan Dapat Perhatian Spesial dari NCT Dream,clickbait,1
Gacoan Marsha Aruan Jaga Kulit Muka Saat Kualitas Udara Buruk,clickbait,1
"Kota Palu Diguncang Gempa Magnitudo 3,4, Pusat Gempa di 4 Km Tenggara Palu, Dirasakan Sampai Sigi",non-clickbait,0
Karding Dukung Niat Jokowi Bangun Istana Presiden di Papua,non-clickbait,0
"Viral Sepeda Motor Ditemukan di Rumpun Pohon Bambu Sekitar Maguwoharjo Sleman, Ini Kata Polisi",clickbait,1
Via Vallen Hadiahkan Kue Tart Berisi Uang Jutaan Rupiah di Ulang Tahun Ibunya ke-45,non-clickbait,0
Persebaya Surabaya Bakal Mainkan Osvaldo Haay dan Rachmat Irianto Saat Lawan Kalteng Putra,non-clickbait,0
"Proses Pembangunan Belum Selesai, Atap TK Negeri di Semin Sudah Roboh",non-clickbait,0
"Elza Syarief Ungkap Punya Banyak Prestasi, Ruben Onsu Mengaku Sudah Paham",non-clickbait,0
Intip Koleksi Minyak Wangi Ussy Sulistiawaty Seharga Puluhan Juta Rupiah,clickbait,1
Marsha Aruan Lagi Suka Naik MRT,non-clickbait,0
"Fakta Kecelakaan Innova Vs Bus Mira di Nganjuk, Tohir Akui Minum Pil Koplo Sebelum Terjadi Tabrakan",clickbait,1
Motivasi Tinggi Fabio Quartararo Hadapi Balapan MotoGP San Marino 2019,clickbait,1
"Perkuat Usaha, SEAM Group Kerja Sama dengan BUMN Alat Berat Tiongkok",non-clickbait,0
Persebaya Surabaya Dapat Pemain Tambahan Jelang Lawan Kalteng Putra FC,non-clickbait,0
Pintu di Hotel Sultan Rusak Pascakericuhan saat MKGR Gelar Munaslub,clickbait,1
Respons Natalius Pigai Sikapi Wacana Pembangunan Istana Presiden di Papua,clickbait,1
"Panci Goreng Meledak di Jerman, Satu Orang Tewas",clickbait,1
"Viral Kecelakaan Bus Mira Nganjuk-Madiun, Korban Selamat Buronan Narkoba, Sudah Ditahan Polisi",clickbait,1
Michael Schumacher Disebut Diam-diam Berobat ke Rumah Sakit di Prancis,clickbait,1
"Jokowi Akan Bangun Istana di Papua, Kepala Bappenas: Anggaran Bisa Disiapkan",non-clickbait,0
KPK Belum Terima Informasi dari Pemerintah atau DPR Terkait Revisi UU KPK,non-clickbait,0
"Syahrini akan Sering Check Up ke Luar Negeri Ditemani Reino Barack, Ternyata Ini Alasannya",clickbait,1
Indonesia vs Thailand: Jadi Penyebab Terjadinya Penalti Andritany Disoraki Suporter Timnas Indonesia,non-clickbait,0
"Soal Keberadaan Dewan Pengawas di Revisi UU KPK, Wapres JK Setuju dengan Catatan soal Penyadapan",clickbait,1
"Hasil Akhir Timnas Indonesia vs Thailand, Skuat Garuda Kalah 0-3",non-clickbait,0
Timnas Indonesia Kembali Telan Kekalahan di SUGBK,non-clickbait,0
"Kabar Mengecewakan untuk Persib Bandung, Fabiano Beltrame Terancam Tak Bisa Tampil di Putaran Kedua",non-clickbait,0
5 Capim KPK Akan Ditanya Soal Revisi UU KPK Saat Jalani Fit and Proper Test di DPR Besok,clickbait,1
"Cerita Wanita Asal Indonesia Jadi Pengantin Pesanan di China, Baim Wong Kaget Dengar Ucapan Agen",clickbait,1
Indonesia vs Thailand: Babak I Skor 0-0 Babak Kedua Indonesia Tertinggal Sementara 0-3,non-clickbait,0
"Gempa Hari Ini - BMKG Catat Gempa 3,4 SR Guncang Palu, Pusat Gempa di Darat",clickbait,1
Daftar Transfer Pemain Masuk dan Keluar Semua Klub Liga 1 2019 Jelang Putaran Kedua Bergulir,clickbait,1
Kampanye Sosial Bertajuk #MainKePasar Sebagai Bentuk Pengabdian Masyarakat,non-clickbait,0
Jawaban Nagita Slavina Saat Disuruh Milih Cowok Korea atau Sunda,clickbait,1
"Kata Pakar Psikolog soal Konflik Nikita Mirzani dan Elza Syarief, Soroti Sikap Nyai yang Tak Santun",clickbait,1
"Anaknya Viral Disebut Pelaku Pembully FA hingga Tewas, Orangtua IB: Kasihan, Anak Saya Ramai Dituduh",clickbait,1
Khabib Nurmagomedov Dengan Senang Hati Kembali Tampil di Abu Dhabi,non-clickbait,0
Jaksa Tahan Ketua Panwaslih Subulussalam Terkait Kasus Chat Mesum,clickbait,1
Kalteng Putra Dikabarkan akan Datangkan Striker Sriwijaya FC yang juga Mantan Persib Bandung,non-clickbait,0
Demokrat Dukung Penuh Keputusan Jokowi Bangun Istana Presiden di Papua,clickbait,1
Franco Morbidelli Bermodalkan Hasil Bagus di Sesi Tes Resmi Tatap MotoGP San Marino 2019,non-clickbait,0
"Baru Sepekan Dilantik, Sudah 15 Anggota DPRD Kota Tasikmalaya Gadaikan SK-nya ke Bank",clickbait,1
"Kebiasaan Orang Enggak Pernah Stres, Menghindari Drama Satu di Antaranya",clickbait,1
"Masalah Kesehatan Jiwa Harus Jadi Salah Satu Fokus Pemerintahan Jokowi Periode Kedua, Ini Alasannya",clickbait,1
"Bertemu di Game PUBG, Pria Ini Baru Tahu Calon Istrinya Lumpuh, Reaksi Jujurnya Banjir Pujian",clickbait,1
"Bukan 35 Tahun, Sejumlah Formasi CPNS 2019 Bisa Dilamar Usia 40 Tahun, Usia Maksimal P3K/PPPK?",clickbait,1
"Penusuk Siswi SMK Mengaku Suka Pada Korban Sejak SMP, Tapi Cintanya Ditolak dan Dibilang Jelek",clickbait,1
Sidang Praperadilan Kivlan Zen Soal Penyitaan Ponsel dan Mobil Tetap Berjalan di PN Jakarta Selatan,non-clickbait,0
"Cari Kaleng Bekas, Siswa SD Temukan Mayat Bayi di Belakang Tempat Karaoke",clickbait,1
Napi Kasus Sabu Keluar Malam Hari Aniaya Janda Muda yang Merupakan Mantan Istrinya,clickbait,1
"TERKINI Kecelakaan Maut Toyota Innova vs Bus Mira di Jalan Nganjuk-Madiun, Korban Selamat Eks Napi",clickbait,1
Penggemar NCT Nyanyikan Lagu yang Diputar di Layar Panggung Meskipun Idolanya Belum Tampil,clickbait,1
"‎Jenguk BJ Habibie, M Nuh: Beliau Sempat Merespons",non-clickbait,0
"Akan Rebutkan Gelar 'Abal-abal', Petarung UFC Ingin The Rock yang Serahkan Hadiahnya",clickbait,1
"Raffi Ahmad Kaget Marshanda Sebut 2 Kata Ini untuk Barbie Kumalasari, Ibunda Sienna Beri Penjelasan",clickbait,1
"Gelar Aksi Teatrikal di Istana, Mahasiswa Dukung Revisi UU KPK",clickbait,1
Murid SD Temukan Kaleng Bekas yang Didalamnya Ditemukan Mayat Bayi,clickbait,1
Membuat Bolu Gulung Isi Klepon ala Nicky Tirta,non-clickbait,0
"Coba Lakukan Foto Selfie Ekstrem, Wanita Ini Jatuh dari Lantai 6",clickbait,1
Mantan Bos Tim Satelit Yamaha Yakin Quartararo Bisa Saingi Marquez,clickbait,1
"Hasil Babak Pertama Timnas Indonesia vs Thailand, Kedua Tim Masih Sama Kuat 0-0",non-clickbait,0
"Kisah Eko Driver Go-Food Antar Pesanan Naik Sepeda, Sempat Jatuh Sakit Selama Seminggu",clickbait,1
"Dulu saling bunuh, kini suku-suku asli Brasil bersatu demi selamatkan hutan Amazon",clickbait,1
Timnas Indonesia dan Thailand Bermain Imbang di Babak Pertama,non-clickbait,0
Suzuki Buka Diler 3S Pertama untuk Produk Outboard Motor di Batam  ,non-clickbait,0
"Berharap Youtuber Kondang Itu Mengaku Pernah Menidurinya, Bebby Fey Tantang Sumpah Pocong",clickbait,1
"Wanita Penghibur Hamil Usai Hubungan Badan, Oknum Kades di Pasuruan Tolak Akui Jabang Bayi Anaknya",clickbait,1
Keluarga Akan Batasi BJ Habibie Terima Tamu Saat Berada di Rumah,non-clickbait,0
"BESOK Ramalan Zodiak 11 September 2019 - Capricorn Jangan Lari dari Kenyataan, Aries Butuh Liburan !",clickbait,1
Suasana SUGBK Sepi Penonton Jelang laga Indonesia Vs Thailand,non-clickbait,0
Nelayan Pengebom Ikan Laut Teror Kawasan Selatan Lembata,clickbait,1
"Hamil 17 Pekan, Shandy Aulia Pakai Busana Ketat untuk Pamer Perut",clickbait,1
Jusuf Kalla Jenguk BJ Habibie Selama 5 Menit di RSPAD Gatot Subroto,non-clickbait,0
"Misteri Tanah Tak Bertuan di Purbalingga, Jadi Tempat Ziarah Pelanggan Togel",non-clickbait,0
Persebaya Surabaya Terapkan Hukman Bagi Pemain yang tak Disiplin Itu Peraturan dari Wolfgang Pikal,non-clickbait,0
"Gara-Gara Hal Sepele Ini, Siswa SMP di Magetan Tusuk Sahabat Sendiri",clickbait,1
"Unggah Foto Seksi di Instagram, Shandy Aulia Persilahkan Unfollow",clickbait,1
"Ingat, Ada Sanksi Pidana bagi Kendaraan Berpelat Nomor Palsu agar Terhindar Ganjil Genap",clickbait,1
"Waspada, Ada Penipuan Mengatasnamakan Pertamina, Sudah Banyak Korbannya, Modusnya Seperti Ini",clickbait,1
Mobil Pikap Terbakar Setelah Isi BBM di SPBU,non-clickbait,0
KPK Cegah Ketua Fraksi Golkar DPR Melchias Markus Mekeng Berpergian ke Luar Negeri,non-clickbait,0
Klarifikasi KPAI soal Polemik Eksploitasi Anak dalam Audisi Djarum Beasiswa Bulu Tangkis,non-clickbait,0
Baru Pertama Kali Liburan ke Turki? 1 Hari Keliling Istanbul Bisa Jadi Pilihan,clickbait,1
"Gunakan Parang, Pemuda di Jambi Bacok Ibu Tukang Sayur yang Mengakibatkan Korban Tewas",non-clickbait,0
Kivlan Zen Sebut Senjata Api yang Dibeli Orang Kepercayannya Hanya Cocok Untuk Menembak Tikus,clickbait,1
Bekraf Salurkan Dana Bantuan Insentif Pemerintah untuk 62 Pelaku Ekonomi Kreatif,non-clickbait,0
"Ungkap Kondisi Persipura Jelang Lawan Persija, Jacksen F Tiago: Kita Siap",non-clickbait,0
Qualcomm Hadirkan Chipset Untuk Smartphone Kelas Menengah Tahun Depan,non-clickbait,0
"Kemenristek Dikti Tuntut 11 PTNBH Masuk 500 Besar Dunia, Ini Kondisinya Sekarang",clickbait,1
Giliran Nono Sampono Kunjungi Sabam sebagai Senior Panutan,non-clickbait,0
"Viral Curhat Wanita Temukan Amplop Berisi Segepok Uang & Surat, Tangisnya Pecah Tahu Rahasia Suami",clickbait,1
"Usai Membacok Hingga Mengakibatkan Satu Orang Tewas, Rahman Potong Alat Vitalnya Sendiri",clickbait,1
"Putra Habibie Beri Penjelasan Terbaru Kondisi Terkini BJ Habibie: Tidak Kritis, Semakin Membaik",non-clickbait,0
"Kronologi Bus Mira vs Mobil Innova, Satu Korban Selamat Buronan Kasus Narkoba, Ini Identitasnya",clickbait,1
Samsung Galaxy M30s Segera Meluncur di India,non-clickbait,0
Perseru Badak Lampung FC vs Persela Lamongan: Perseru Sudah Siap kata Milan Petrovic,non-clickbait,0
"Cerita 'Sewu Dino' yang Konon Lebih Seram dari KKN Desa Penari, Sampai Makan Korban Jiwa Juga",clickbait,1
Muatan di Mobil Pikap Terbakar Saat Kendaraan Melaju,non-clickbait,0
"SESAAT LAGI Live Streaming Timnas Indonesia Vs Thailand, Tonton di Sini",clickbait,1
Ringgo Agus Rahman Selundupkan Celana Robek saat Liburan ke India,non-clickbait,0
KPK: Aparat Penegak Hukum Seharusnya Tak Boleh Terikat Kontrak Politik,non-clickbait,0
Kivlan Zen Ajukan Permohonan Izin Berobat Dengan Terbatuk-batuk,non-clickbait,0
"SEDANG BERLANGSUNG Live Streaming Timnas Indonesia vs Thailand, Mola TV & TVRI, Tonton di HP",non-clickbait,0
KPK Memang 'Seksi',clickbait,1
"Sedang Main Timnas Indonesia vs Thailand, Tonton di TVRI & Mola TV, Pukul 19.30 WIB",non-clickbait,0
"Sering Kabur dari Tempat Isolasi, Penderita Gangguan Jiwa di Bantul Dievakuasi ke Rumah Sakit Jiwa",non-clickbait,0
"Politikus PKS: Jangan Hanya Bangun Istana Presiden, Tapi Mekarkan Papua",non-clickbait,0
Pencabutan Paspor Veronica Koman Diproses Ditjen Imigrasi,non-clickbait,0
"Ketahuan Tidur Bersama Dua Wanita, Pria di Malaysia Ini Salahkan Cicak",clickbait,1
"Mantan Gubernur Aceh Abdullah Puteh Divonis 1,5 Tahun Penjara Terkait Kasus Penipuan",non-clickbait,0
Inilah Daftar Penerima Penghargaan di Perayaan Haornas 2019,clickbait,1
"Jelang Timnas U19 Indonesia vs Iran, Sayed Akbar Pour Sanjung Orang Indonesia",non-clickbait,0
Indonesia vs Thailand: Suporter Thailand: Pertandingan Nanti Pasti Sengit,non-clickbait,0
"Prediksi Skor PSM vs PSIS Liga 1 2019, Mahesa Jenar Kemungkinan Tak Mainkan Pemain Baru",non-clickbait,0
Persija Tak Merasa Diuntungkan Hadapi Persipura di Tempat Netral,non-clickbait,0
Warga Bogor dan Bekasi yang Dikabarkan Hilang Diduga Jadi Korban Kecelakaan Maut Cipularang,clickbait,1
Foto-foto Jembatan BJ Habibie di Timor Leste,clickbait,1
"Tes Kepribadian - Depan atau Samping, ke Mana Pria Ini Menghadap? Jawabanmu Tunjukkan Karaktermu!",clickbait,1
"9 Nasi Goreng Enak di Jakarta, Coba Nasi Goreng MPR yang Legendaris",clickbait,1
"Link Live Streaming TVRI Timnas Indonesia vs Thailand, Berikut Susunan Pemain",clickbait,1
Polda Metro Pantau Suporter yang Provokasi Saat Laga Indonesia vs Thailand,non-clickbait,0
Menyelisik Aktivitas Capim KPK Lili Pintauli Siregar Jelang Jalani Fit and Proper Test di DPR,non-clickbait,0
"Gisel Menangis Bahas Gading Marten, Gempi Langsung Lakukan Ini Agar Sang Mama Tertawa",clickbait,1
"Harapan Menikah Sirna, Jaka Mendekam di Penjara: Ditinggal Kekasih, Tak Mau Nikah di Kantor Polisi",clickbait,1
"TERKINI Kondisi Kesehatan BJ Habibie: Semakin Membaik, Diterpa Hoaks 6 Kali",non-clickbait,0
"Bareskrim Siber Ciduk Dua Pembobol Bank Rp 1,3 M Lewat Aplikasi Kudo",non-clickbait,0
Mengenal Perusahaan Real Estate Related Startup Jepang Dengan Sistem Modern Dikelola Orang Indonesia,clickbait,1
"Ditahan Kasus Begal, Jaka Batal Menikah dengan Perempuan yang Dicintainya",clickbait,1
"Hailee Steinfeld Dilirik Marvel Perankan Kate Bishop, Superhero Muda dalam Film Hawkeye",clickbait,1
4 Korban Laka Maut Tol Cipularang Sulit Dikenali karena Luka Bakar hingga 60 Persen,non-clickbait,0
PB Djarum Jelaskan Alasan Hentikan Audisi Umum Beasiswa Bulu Tangkis,non-clickbait,0
"4 Zodiak Ini Tak Suka Bertualang di Alam, Cek Zodiak Milikmu",clickbait,1
"Berikut Karakteristik dan Kepribadian Zodiak Aquarius, Punya Empati yang Tinggi dan Penyayang",clickbait,1
"Kabut asap 'mengancam kesehatan', lebih dari 400 sekolah di Malaysia diliburkan",non-clickbait,0
Ini Link Live Streaming Timnas Indonesia Vs Thailand,clickbait,1
"Mobil Minibus Ringsek Tertimpa Pohon di Pondok Indah, Pemiliknya Terluka dan Dibawa ke Rumah Sakit",non-clickbait,0
Intelijen Militer Jerman Perluas Penyelidikan Pengaruh Ekstrem Kanan di Bundeswehr,non-clickbait,0
"Bentuk Partai Gelora, Fahri Targetkan Ikut Pilkada 2020",non-clickbait,0
Pegokart Kezia Santoso Buat Pustaka Bintang untuk Tingkatkan Minat Baca Anak-anak Kurang Mampu,non-clickbait,0
Habil Marati Disebut Danai Kegiatan Operasi Kivlan Zen Cs,non-clickbait,0
"Mengaku Jarang Menangis, Raditya Dika Menitikkan Air Mata saat Anaknya Alami Hal Ini",clickbait,1
"Pabrik AHM Cikarang Hanya Merakit Skutik, 60 Persennya untuk Honda Beat",non-clickbait,0
"Cerita Kades Berhubungan Intim dengan Bibi di Villa, Sekarang Bibi Hamil",clickbait,1
"5 Anak Tercantik dan Tertampan di Dunia, Membuat Mereka Tenar Sejak Kecil",clickbait,1
Andre Taulany Beli Harley Davidson Sportster Seharga Rp 400-an Juta Setelah Nabung Selama 25 Tahun,non-clickbait,0
"Anaknya Dituduh Pelaku Bully Fathir Ahmad, Orang tua I: Anak Saya Enggak Tahu Apa-apa",non-clickbait,0
Mitha The Virgin Sedih Dengar Republik Cinta Management Milik Ahmad Dhani Bangkrut,non-clickbait,0
"Kemenpora Beri Penghargaan kepada Atlet Berprestasi, MantanAtlet, Wasit Hingga Pembina Olahraga",non-clickbait,0
Berbagi Pengalaman Cara Sukses Menjadi Entrepreneur Digital di Universitas Multimedia Nusantara,clickbait,1
"Bikin Keributan di Hotel Candidasa, Belasan Aparat Diturunkan Atasi Seorang Bule Belanda",clickbait,1
JDIH BNP2TKI Raih Terbaik II JDIHN Award 2019,non-clickbait,0
Pengamat: Istana Kepresidenan Jadi Tanda Kehadiran Negara di Papua,non-clickbait,0
Siswa SMP di Pangkalpinang Dipenjara 3 Tahun 9 Bulan Setelah Menolak Menikahi Pacarnya yang Hamil,clickbait,1
"Tak Kuasa Menahan Air Mata, SBY Ungkap Kesedihannya Rayakan Ulang Tahun Pertama Tanpa Ani Yudhoyono",non-clickbait,0
Polisi Deteksi Keberadaan Dukun Santet yang Dibayar Aulia Kesuma untuk Bunuh Pupung dan Dana,non-clickbait,0
"Terungkap, Video Mesum Sumedang Dibuat Setelah 6 Bulan Selingkuh, Dibuat Sejak Agustus",clickbait,1
"Pelatih Timnas Indonesia Sudah Tahu Cara Menang, Pelatih Thailand Ingin Hujan Gol",non-clickbait,0
"Anak Kaget Temukan Ibunya Tewas Tergantung di Rumahnya Kawasan Depok, Diduga Akibat Terlilit Utang",clickbait,1
"Gara-gara Vaping, Gadis 18 Tahun Ini Tak Bisa Lagi bernapas tanpa Bantuan Alat Medis",clickbait,1
Wanita Banyuasin Ini Melahirkan 4 Bayi Kembar Secara Normal,clickbait,1
"Deretan Negara yang Dikunjungi Nikita Willy, Kolombia sampai Afrika Selatan",clickbait,1
DPD RI Peroleh JDIH Peringkat Terbaik II Tingkat Lembaga Negara Se-Indonesia,clickbait,1
Djarum Foundation tak Ingin Lagi Lanjutkan Audisi di Tahun Depan Begini Reaksi Menpora,clickbait,1
"JPK Nilai Revisi UU Tidak Akan Lemahkan KPK, Ini Alasannya",clickbait,1
"Persib, PSM, dan Persija Diperkuat Eks Pemain Klub Kasta Atas Eropa",non-clickbait,0
"Sebarkan Energi Optimisme, ACT Inisiasi Gerakan Nasional #IndonesiaDermawan",non-clickbait,0
Refleksi Akhir Masa Jabatan DPD RI  “DPD RI Lahir Untuk Daerah”,non-clickbait,0
"Sakit Hati Cintanya Ditolak, Ravindra Nekat Tusuk Gadis Idamannya, Korban Sempat Dipeluk",clickbait,1
"Dukung Pemerintahan Jokowi-Ma’ruf, Demokrat Tegaskan Tak Ada Transaksi Politik",non-clickbait,0
"7 Hotel Murah Dekat Bandara Juanda Surabaya, Tarif Per Malam Rp 100 Ribuan",clickbait,1
"Sukses, Bisnisnya 'Naik Kelas', Pengusaha Peroleh KUR Tambahan dari BNI",non-clickbait,0
"Ruben Onsu Didik Putranya Disiplin, Betrand Peto Kaget saat Tahu Sekolah di Jakarta Harus Pakai Tas",non-clickbait,0
"Siapa Eks Ketum Hipmi Sultra yang Ditangkap Polda Sulsel? Tipu Pengusaha Makassar 7 M, 2 Tahun Buron",clickbait,1
"Pemanggilan Kedua Kasus Papua Masih Mangkir, Polisi Ancam Jadikan Veronica Koman Sebagai DPO",non-clickbait,0
"Viral Kisah Haru Gadis 5 Tahun Tak Main dengan Teman, Pilih Rawat Adik yang Sakit Leukimia",clickbait,1
Kisah Barcelona yang Kini Tak Lagi Ada di Tubuh Timnas Spanyol,clickbait,1
"4 Pasangan Zodiak yang Sering Bertengkar Jika Disatukan, Taurus dan Sagitarius Bertolak Belakang",clickbait,1
"Puluhan Korban Prostitusi Online di Karimun Terpaksa Jual Diri, Dibikin Berutang oleh Tersangka",non-clickbait,0
"Ketua Korbid Golkar Ini Heran, Biasa Pimpin Rapat Sekarang Malah Tak Diundang Rapat",non-clickbait,0
"Hengkang dari PKS, Fahri Hamzah Bergabung dengan Partai Gelora?",clickbait,1
Persija Jakarta Tak Diperkuat Empat Pemainnya Saat Hadapi Persipura,non-clickbait,0
"Clustering, Jurus BRI Berdayakan Nasabah Ultra Mikro",clickbait,1
Persib Bandung Kena Sanksi Denda dari Komdis Rp 300 Juta,non-clickbait,0
"PT Brantas Abipraya Buka Lowongan Kerja, Formasi: Business Development hingga Project Manager",non-clickbait,0
"Dian Sastro Pernah Dicuekin Suami 2 Hari Karena Rambut, Lawan Main Nicholas Saputra Ungkap Sebabnya",clickbait,1
Hotman Paris Komentari Kabar Farhat Abbas Pergi ke Markas PBB di Swiss,clickbait,1
"Tak Hanya Bangun Istana, Jokowi Juga Janjikan Kesempatan Kerja di BUMN bagi 1000 Sarjana Papua",clickbait,1
Ibu Ini Tega Buang Jasad Bayinya di Halaman Rumah Kosong,clickbait,1
Hadapi Revolusi Industri 4.0 Pengusaha Muda Indonesia Harus Jadi Pemain Utama,non-clickbait,0
Wagub Jabar Lantik Pengurus DKM Masjid Al-Jabbar,non-clickbait,0
"5 Gaya Harvey Moeis Suami Sandra Dewi Saat Momong Anak, Selalu Sukses Buat Netizen Salah Fokus",clickbait,1
"3 Pemain Timnas Indonesia Urung Gabung Persib, Ini Alasan Robert Alberts",clickbait,1
Polri Tetapkan 4 Perusahaan dan 175 Orang Tersangka Kebakaran Hutan dan Lahan,non-clickbait,0
"Jaka Si Tersangka Pencurian Motor Tak Jadi Menikah di Penjara, Tunangannya Menghilang Begitu Saja",clickbait,1
Arwah FA Bocah Korban Bully Disebut Ibunya Sampaikan Pesan ke Teman yang Memukulinya,clickbait,1
Bagaimana Nasib Fabiano Beltrame Usai Persib Dapatkan 7 Amunisi Baru untuk Putaran Kedua?,clickbait,1
"Suap Pengadaan Migas Masih Tercium di Pertamina, KPK Minta Hentikan Praktik Mafia Migas",non-clickbait,0
Ridwan Kamil Bahas Keadilan Fiskal di Mayor Caucus 55th ISOCARP World Planning Congress 2019,non-clickbait,0
"Boy William Sebut Barbie Kumalasari Halusinasi, Istri Galih Ginanjar Ngaku Ikut Konferensi Dunia",non-clickbait,0
"Truk Terguling di Tanjakan Emen Subang, 1 Orang Meninggal Dunia, 2 Orang Luka-luka",non-clickbait,0
Mitha The Virgin Hengkang dari Manajemen Ahmad Dhani?,clickbait,1
Terungkap Motif Diedarkannya Video Mesum Pasangan Selingkuh di Sumedang,clickbait,1
Pemdaprov Jabar Gelar MTU Angkatan VII di Pondok Pesantren Al Ishlah 2 Desa Buntet,non-clickbait,0
"Setuju soal Kontrak Politik, Fahri Hamzah: Agar KPK Taat",non-clickbait,0
"Kader Jadi Tersangka Korupsi, Ketua DPW NasDem Kalbar Minta Aparat Kedepankan Praduga Tidak Bersalah",non-clickbait,0
"Diberhentikan Polisi Lalu Lintas, Pria Ini Meninggal Dunia Terkena Serangan Jantung, Polisi Lari",clickbait,1
Wagub Jabar: Industri Pasar Modal Syariah Harus Inklusif,non-clickbait,0
Wagub Jabar: Jadikan Olahraga sebagai Kebutuhan Hidup,non-clickbait,0
KPK: Kami Tak Mungkin Bongkar Kasus Mafia Migas Jika Terus Dilemahkan,non-clickbait,0
"Selain Susi Pudjiastuti, Dua Menteri Jokowi Ini Juga Mendadak Pamit Jelang Pengumuman Kabinet Baru",clickbait,1
"Fahri Hamzah Setuju Ada Kontrak Politik dengan Calon Pimpinan KPK, Ini Alasannya",clickbait,1
Politisi Demokrat Jelaskan Alasan SBY Kembali Nyatakan Dukung Jokowi-Ma’ruf,non-clickbait,0
Menuju Transportasi Jabar Juara,clickbait,1
"Waspadai Virus Joker, Segera Hapus 24 Aplikasi Ini dari HP Android Anda",clickbait,1
6 Tempat Wisata di Puncak Bogor yang Cocok untuk Liburan Akhir Pekan,clickbait,1
Menteri BUMN Tunjuk Plt Dirut dan Direktur PTPN III,clickbait,1
"Revisi UU KPK, Jokowi Disarankan Cukup Beri Pernyataan ke Publik Tidak akan Terbitkan Surpres",non-clickbait,0
"Rangka eSAF di Honda Genio Diklaim Lebih Ringan, Bikin Lincah Bermanuver",non-clickbait,0
7 Spot Instagramable di Jakarta yang Cocok untuk Hunting Foto,clickbait,1
"Lebih dari 800 Mahasiswa Papua Pulang Kampung, Klarifikasi MRP hingga TNI Siapkan Hercules",clickbait,1
Begini Kronologi Penusukan Siswi SMKN 1 Bandung oleh Pria yang Cintanya Ditolak Korban,clickbait,1
"Tak Ingin Memanas, Poppy Kelly Minta Elza Syarief Damai dengan Hotman Paris: Saya Juga Minta Maaf",non-clickbait,0
