title,label,label_score
Kylie Jenner Umumkan Kesehatannya Membaik Lewat Postingan Super Seksi Ini,clickbait,1
Mahasiswa Bogor Telah Penuhi Stasiun Untuk Gelar Demo Ke DPR Jakarta,non-clickbait,0
"Netizen Sebut SuperM Jadi Proyek Hidup dan Mati SM Entertainment di Amerika, Setuju?",clickbait,1
Barbie Kumalasari Malah Kena Sindir Usai Pamer Momen Bareng Fans di Acara Meet and Greet,clickbait,1
"Warganet Curigai Keaslian Grup WA Anak STM, #DennySiregarPenyebarHoax Puncaki Trending Topic",clickbait,1
"Pajang Foto Mesra Peluk Irwansyah, Zaskia Sungkar Kok Malah Minta Maaf?",clickbait,1
"Syahrini dan Adik Jiplak Gaya Nagita 'Teman' Luna Maya, Tas 1,2 Miliar Dipakai Gantian?",clickbait,1
 Prilly Latuconsina Curhat Ditawari Magang Jadi Staf TV Malah Disuruh Fans Lakukan Ini,clickbait,1
Marinir Evakuasi Ratusan Mahasiswa Yang Terjebak Bentrokan Demo Di DPR,non-clickbait,0
Kecantikan Tzuyu Twice dengan Warna Rambut Baru Kejutkan Fans,clickbait,1
Suzy dan Shin Sung Rok Ternyata Syuting Ciuman Bibir Bolak-Balik di 'Vagabond',clickbait,1
Beda Penampilan Rosa Meldianti di Postingan Sendiri vs Dipotret Orang Lain Bikin Syok,clickbait,1
"Usai Dilantik, Anggota DPR Termuda Hillary Lasut Langsung 'Serang' RKUHP",clickbait,1
"Taemin, Baekhyun dan Kai Debut Bareng Junior di SuperM, Tertekan tapi Senang",clickbait,1
Foto Ganteng Zico Ini Bikin Netter Indonesia Heboh Gara-Gara Dianggap Mirip Roy Kiyoshi,clickbait,1
Ini Penjelasan Polisi Soal Tembakan Gas Air Mata ke Posko Kesehatan Atma Jaya,clickbait,1
" Intip Kerja Keras Luna Maya Bentuk Bodi, Aksi Gelantungan Sampai Wajah Merah Bikin Salut",clickbait,1
Bareskrim Polri Minta Pemda Persulit Terbitkan Izin Usaha Perkebunan Demi Cegah Karhutla,non-clickbait,0
"Jun U-Kiss Merasa Dirugikan dan Marah Saat Harus Meninggal di 'Class of Lies', Fans Malah Gemas",clickbait,1
"Sampai Di Jerman, Baim Wong Pamer Foto Bareng Claudia Peserta ‘The Voice Germany’ Asal Indonesia",clickbait,1
Netflix Umumkan 'Stranger Things' Bakal Berlanjut ke Season 4 Lewat Teaser Ini,clickbait,1
"Capek Kerja, Ji Chang Wook dan Yoo Jae Seok Cuci Muka Pakai Balok Es di 'Laborhood On Hire'",non-clickbait,0
Ribuan Buruh Ikuti Jejak Mahasiswa Akan Gelar Demo Ke DPR ,non-clickbait,0
Ruben Onsu Ngaku Ketagihan Liburan Meski Kerepotan Boyong 3 Anak Saat di Korea Selatan,clickbait,1
"Selfie Pertama Terungkap, Cinta Laura Miliki Mata Berwarna Biru Saat Masih Balita?",clickbait,1
"Viral Video Ambulans Ditembak Gas Air Mata, Ini Penjelasan Polri",clickbait,1
"Najwa Shihab Jago Permalukan Narasumber, Sifat Asli di Ranjang Dibocorkan Suami",clickbait,1
Jennie BLACKPINK Digoda Jiplak Irene Red Velvet di Postingan Terbaru,clickbait,1
Heboh! Napi Madura Ini Sukses Kabur Dari Penjara Dengan Modal Sendok Makan,clickbait,1
"Puan Maharani Dilantik Jadi DPR, Jokowi Tunjuk Darmin Nasution Sebagai Penggantinya",non-clickbait,0
Tommy Kurniawan Dapat Pelukan Dari Sang Istri Usai Dilantik Jadi Anggota DPR,clickbait,1
Disney Bocorkan Soundtrack Keren 'Frozen 2' Lewat Teaser Berikut Ini,clickbait,1
 Audi Marissa dan Anthony Xie Belepotan Darah Hingga Nyaris Ciuman Di Pemotretan Banjir Komentar,clickbait,1
"Kaya Raya, Cara Raffi Ahmad Simpan Gepokan Uang Jadi Sorotan",clickbait,1
"Najwa Shihab Tampar Balik Nyinyiran 'Antek Orde Baru', Justru Dikritik Tak Merasa Bersalah",clickbait,1
"Gong Hyo Jin Pilih Kang Ha Neul Jadi Lawan Main Terbaik, Gara-Gara Kekurangan Ini",clickbait,1
"Kecantikan Jang Dong Yoon Jadi Bahasan di Lokasi 'The Tale of Nokdu', Kim So Hyun Ngaku Kalah Cantik",clickbait,1
Walkot Surabaya Risma Curi Perhatian Kenakan Hanbok Saat Terima Penghargaan,clickbait,1
"Mimpi Besar Tompi Ternyata Bukan Jadi Penyanyi dan Dokter Bedah, Lalu Apa?",clickbait,1
"BTS Hiasi Sampul Majalah Ternama di Amerika, Deretan Model Sebelumnya Bikin Melongo",clickbait,1
Bioskop AS yang Tayangkan 'Joker' Bakal Dijaga Ketat Polisi untuk Antisipasi Kasus Penembakan Massal,non-clickbait,0
Dwayne Johnson Isyaratkan Kembali ke 'Fast and Furious' Usai Berseteru dengan Vin Diesel,clickbait,1
Jinwoon 2AM Respon Dugaan Dirinya Anggota Grup Chat Mesum Jung Joon Young,clickbait,1
"Jadi Ketua DPR Wanita Pertama, Puan Maharani Dipertanyakan Warganet Hingga Masuk Trending Topic",clickbait,1
"7 Idol Cowok Ini Dipuji Punya Kemampuan Akting Yang Bagus, Ada Idolamu?",clickbait,1
Dosen IPB Perakit 28 Molotov Rupanya Berencana Untuk Gagalkan Pelantikan DPR,clickbait,1
Mahasiswa Pendemo di DPR Salami Aparat Polisi Sebelum Bubarkan Diri,non-clickbait,0
"Biasa Dipuji Cantik, Bella Hadid Mendadak Disebut Ganteng Gara-Gara Tampil Seperti Ini",clickbait,1
" Hampir Terlupakan, Penampilan Sederhana Hilda Vitria Pakai Sandal Jepit Di Tempat Hiburan Disorot",clickbait,1
"Beri Klarifikasi, Dinar Candy Minta Maaf ke Atta Halilintar",clickbait,1
Dinar Candy Alami Kerugian Usai Terseret Kasus Atta Halilintar dan Bebby Fey,clickbait,1
"Ayu Ting Ting Lawan Song Hye Kyo Jadi Wanita Tercantik Dunia, Setuju?",clickbait,1
"Gempi Ikut Nyanyi Gisel di Konser Lukas Graham, Gading Marten Bangga",clickbait,1
"Disindir Jadi Penyebab Ibu Bebby Fey Sakit, Dinar Candy Siap Lapor Balik?",clickbait,1
Lucinta Luna Jawab Tantangan Netizen Ajak Abash Buka Baju,clickbait,1
"Status Umi Pipik Dipertanyakan, Istri Sunu Sindir Soal Kubangan Maksiat",clickbait,1
"Jihyo Twice Terpilih Jadi Member Idol999, Senyum Kemenangan di 'Idol Room' Curi Fokus",clickbait,1
Reaksi Hotman Paris Usai 'Hotman Paris Show' Ditegur KPI,clickbait,1
Tae Yeon Girls' Generation Isyaratkan Bakal Tinggalkan SM Entertainment?,clickbait,1
"Demonstran di DPR Bawa Kuburan, Singgung Kematian Mahasiswa Kendari",non-clickbait,0
"Tagih Janji Khofifah, Ribuan Buruh Bakal Serbu Gedung DPRD Jawa Timur",clickbait,1
Puan Maharani Malam Ini Bakal Dilantik Jadi Ketua DPR,non-clickbait,0
"Ji Chang Wook Pose Ganteng dan Imut di Lokasi 'Melting Me Softly', Fans Malah Sebut Mirip Anak Kecil",clickbait,1
" Marak Artis DPR, Ruben Onsu Lebih Pilih Jadi Menteri Tenaga Kerja Ketimbang Anggota Dewan",clickbait,1
Dandanan Keren Jennie BLACKPINK Umbar Belahan Dada di Paris Fashion Week,clickbait,1
"Ada Buronan Hingga Anak SD, Polisi Ciduk Ratusan Perusuh 30 September",clickbait,1
 Tanggapan Ngelantur Dul Jaelani Soal Mulan Jameela Jadi DPR,clickbait,1
Stres karena Pekerjaan yang Tak Ada Habisnya? Jaga Tubuhmu Tetap Sehat dengan 8 Cara Ini,clickbait,1
"Bella Nova Nyaris Terseret Ombak Pelabuhan Ratu, Gara-Gara Pakai Baju Warna Hijau?",clickbait,1
"Kecantikan Jang Dong Yoon Viral, Ternyata Harus Diet Demi 'The Tale of Nokdu'",clickbait,1
"Chelsea Islan Diduga Pacaran dengan Rob Clinton Kardinal, Ibunda Beri Restu?",clickbait,1
"Irene Red Velvet Secantik Boneka di Event Terbaru, Anting-Anting Jadi Sorotan",clickbait,1
" Celine Evangelista Ternyata Sudah Melahirkan Semalam, Wajah Bayi Masih Dirahasiakan",clickbait,1
Justin Bieber dan Hailey Baldwin Akhirnya Perdana Pamer Foto Pernikahan,clickbait,1
Vanessa Angel Sadar Dicap 'Liar' Namun Lebih Pilih Bahagia Jadi Diri Sendiri,clickbait,1
Jusuf Kalla: Penerbitan Perppu KPK Jatuhkan Wibawa Jokowi,clickbait,1
"Mulan Jameela Akhirnya Pamer Momen Pelantikan DPR, Ditagih Janji Kampanye",clickbait,1
Suzy Pilih Karakter di 'While You Were Sleeping' Paling Cocok Dengannya,clickbait,1
"Dicecar Soal Halangi Enji Ketemu Bilqis, Jawaban Ayu Ting Ting Malah Diledek Seperti Orang Mabuk",clickbait,1
Twice Beber Rahasia Tetap Solid dan Beri Kabar Soal Kondisi Mina,clickbait,1
Mahasiswa Pendemo di Jakarta Nangis Sesenggukan Sambil Peluk Polisi Gara-Gara Ini,clickbait,1
KLHK Sebut Perusahaan Tersangka Karhutla Pernah Diproses Hukum Tahun 2015,non-clickbait,0
"Dituding Aji Mumpung, Barbie Kumalasari Ngaku Makin Viral Berkat Doa Galih Ginanjar",clickbait,1
"Kerusuhan Di Wamena Papua, Warga Ini Berhasil Lolos Dari Maut Dengan Pura-Pura Mati",clickbait,1
"Golkar vs Gerindra 'Rebutan' Kursi Ketua MPR, Muzani Harap Bamsoet Mengalah",clickbait,1
"Mulan Jameela Kaget Didemo Warga, Pengacara Ahmad Dhani Sarankan Tindak Pidana",clickbait,1
"Cegah Pelajar Lakukan Demonstrasi Berujung Kriminal, Pemprov DKI Ancam Cabut KJP",non-clickbait,0
"Sempat Bungkam, Barbie Kumalasari Akhirnya Tanggapi Rumor Cerai dengan Galih Ginanjar",clickbait,1
Rachel Maryam 'Rekan Partai' Ungkap Harapan Ini untuk Mulan Jameela yang Dituding 'Rebut Kursi' DPR,clickbait,1
Ini Janji Pertama La Nyalla Usai Terpilih Jadi Ketua DPD 2019-2024,clickbait,1
"Maju-Mundur Perppu KPK, Jokowi Diminta Tegas",non-clickbait,0
"Buru-Buru Nikah Meski Tak Lama Kenal, Delon Thamrin Takut Sang Calon Istri Diambil Orang Duluan",clickbait,1
"Larang Mahasiswanya Ikut Demo, Rektor Unimed Siap Beri Sanksi Bagi Pelanggar",non-clickbait,0
Pengacara Fans 'Produce X 101' Cemas Kebenaran Sulit Terungkap Meski Polisi Yakin Ada Manipulasi,clickbait,1
"Bakal Terima Gaji DPR Puluhan Juta, Jawaban Krisdayanti dan Mulan Jameela Dibandingkan",clickbait,1
Video Bodyguard NCT Dorong Penggemar di Bandara Jadi Perbincangan,clickbait,1
"Roger Danuarta Kepergok Cium Bibir Cut Meyriska, Hidung Anak Ketiga Ayu Dewi Disorot-Topik Pagi",clickbait,1
TXT Akhirnya Umumkan Tanggal Comeback Usai Sempat Hiatus Gara-gara Masalah Kesehatan,clickbait,1
Gyuri Eks Kara Jadi Bahan Gosip Gara-Gara Pacari Cucu Konglomerat,clickbait,1
Bebby Fey Geram Sang Bunda Disebut Pura-Pura Sakit Hingga Beri 'Ancaman' Ini,clickbait,1
Anies Baswedan Ungkap Alasan Gratiskan Biaya RS Bagi Pengunjuk Rasa,clickbait,1
"Proses Pemilihan Sempat Ricuh, La Nyalla Akhirnya Terpilih Jadi Ketua DPD RI 2019-2024",non-clickbait,0
"Demo Buruh di DPR Diikuti Puluhan Ribu Massa, Polisi Siapkan 6000 Personel",non-clickbait,0
Rosa Meldianti Tampil Anggun Bermahkota Ala Puteri Indonesia Disindir Jadi Miss Halu,clickbait,1
Menristekdikti Desak Mahasiswa Kembali ke Kampus Untuk Belajar Alih-Alih Terus Demo,non-clickbait,0
Anya Geraldine Pajang Foto Kece Kibas Rambut Ungkap Keinginan Jadi Duta Malas Mandi,clickbait,1
"Dihentikan Sementara Oleh KPI, ‘Hotman Paris Show’ Malah Dapat Ranking Menakjubkan",clickbait,1
Korban Demo Mahasiswa Ricuh Faisal Amir Titipkan Pesan Untuk Pemerintahan Jokowi,clickbait,1
"Dilantik Jadi Ketua DPR, Puan Maharani: Tak Perlu Buat Banyak UU",non-clickbait,0
"Curiga Voting 'Produce 48' Juga Dimanipulasi, Polisi Selidiki Agensi Para Peserta yang Terlibat",clickbait,1
Zico Banjir Sindiran Usai Blak-blakan Singgung Skandal 'Golden Phone' Jung Joon Young Di Lagu Baru,clickbait,1
Chen EXO Beberkan Perasaan Beralih Ke Genre Retro Di Lagu Comeback Solo 'Shall We?',clickbait,1
Jawaban Singkat Yang Hyun Suk Ditanya Soal Gunakan Uang YG untuk Judi Ilegal,clickbait,1
"Baru Dirilis, 'Dear My Dear' Chen EXO Sukses Puncaki Chart iTunes Dunia",clickbait,1
Polisi Dapat Penghargaan Usai Kena Lemparan Batu Saat Aksi Demo Mahasiswa Solo,non-clickbait,0
Kemenristek Sebut Status Dosen IPB Tersangka Perancang Kerusuhan Bisa Dicabut,non-clickbait,0
Boy William Rayakan Ulang Tahun Mendiang Adik Lewat Postingan Mengharukan Ini,clickbait,1
"Shireen Sungkar Niat Unfollow Instagram Teuku Wisnu Gara-Gara Foto Endorse Produk, Kok Bisa?",clickbait,1
Ketua DPR Puan Maharani Ternyata Punya Hobi 'Garang' Koleksi Moge Harley Davidson,clickbait,1
"Bakal Siarkan Episode Khusus Soal Manipulasi Voting 'Produce X 101', 'PD Note' Trending di Naver",clickbait,1
Kai Pamer Video Seksi Bikin Fans Histeris Dan Tagih Debut Solo,clickbait,1
"Ananda Badudu Berterima Kasih pada Dian Sastro, Kini Hadapi Somasi Polisi Meski Telah Dibebaskan",clickbait,1
Dewi Sanca Tak Terima Irma Darmawangsa Jadikan Masalah Kehamilannya Sebagai Konten YouTube,clickbait,1
"Sudah Kembali 'Mesra' Dengan Garuda Indonesia, Surat Resign Dua Direksi Sriwijaya Air Ditolak",clickbait,1
"Amber Liu Umumkan Gelar Tur Konser Solo Pasca Tinggalkan SM, Bakal Dimulai di Amerika Utara",clickbait,1
Rich Brian Jadi Satu-Satunya Artis Indonesia yang Masuk Nominasi MTV EMA 2019,clickbait,1
"Sayembara Desain Ibu Kota Resmi Digelar Hari Ini, Anak Muda Jadi Jurinya",clickbait,1
INFOGRAFIS: Mengenal Sejarah Batik Di Indonesia Yang Eksis Sejak Masa Kerajaan,non-clickbait,0
"Lebby Wilayati Dinilai Lebih Pantas Ikutan 'Puteri Indonesia' Dibanding Rosa Meldianti, Setuju?",clickbait,1
"Soroti Penahanan Pelajar Indonesia, UNICEF: Anak-Anak Bebas Suarakan Pandangan Mereka",clickbait,1
Anji Beri Pesan Ini Untuk Rekan Artis Yang Melenggang Jadi Anggota DPR,clickbait,1
"Episode Terbaru 'The Tale of Nokdu' Dipuji Semakin Menyenangkan, Rating Meningkat Tajam",clickbait,1
" Dinar Candy Dapat Dukungan Soal Protes RKUHP, Tagar '#SaveDinarCandy' Sampai Ada di Spanduk Demo",clickbait,1
"Sering Tampil Branded, Harga Kaus Kaki Agnez Mo Sukses Bikin Syok",clickbait,1
"Dipastikan Nihil Titik Api, Status Darurat Pencemaran Udara Riau Akhirnya Dicabut",non-clickbait,0
Angela Lee Terjatuh Hingga Kepala Bocor Gara-Gara Diganggu Makhluk Halus?,clickbait,1
"La Nyalla Bikin Geger Usai Terpilih Jadi Ketua DPD, Ini Alasannya",clickbait,1
"Rachel Vennya Ikutan Demo Suarakan Aspirasi Soal RUU KUHP, Malah Bikin Ngakak Karena Ini",clickbait,1
"Reza Rahadian Peringati Hari Batik Pakai Kain Tapis dari Lampung, Tatapan Mata Tajam Bikin Meleleh",clickbait,1
"Lee Min Ki Tak Ragu Putuskan Bintangi 'The Lies Within', Lee Yoo Young Antusias Coba Karakter Baru",clickbait,1
"Berada Di Garis Depan Amankan Demo Mahasiswa, Kaki Polwan Ini Terjepit Pagar",clickbait,1
"Honorer K2 'Nebeng' Demo Buruh 2 Oktober, Ini Tuntutannya",clickbait,1
"Kerap Sebut Demo Ditunggangi, Komnas HAM Nilai Pernyataan Wiranto Ingatkan Era Orba",non-clickbait,0
"Jessica Iskandar Rahasiakan Hal Ini dari Richard Kyle, Belum Move On dari Mantan Suami?",clickbait,1
"Sehun Kecewa Tak Jadi Model MV 'Shall We', Chen Berikan Janji Ini",clickbait,1
"Trailer Perdana 'Birds of Prey' Dirilis, Harley Quinn Akui Putus dari Joker",clickbait,1
Intip 7 Tips Menjaga Koper Saat Traveling Berikut Agar Perjalanan Kalian Jadi Aman dan Nyaman,clickbait,1
"Sebut Pengungsi Gempa Ambon Jadi Beban Pemerintah, Wiranto Beri Klarifikasi",clickbait,1
"Tak Terima Disamakan Dengan Demo Mahasiswa, Para Buruh: Aksi Kami Bukan Kaleng-kaleng",clickbait,1
"Wajah dan Leher Belang, Bedak Tebal Lee Dae Hwi AB6IX Bikin Netizen Emosi",clickbait,1
"Ahok dan Sang Istri Sedang Nantikan Kelahiran Buah Hati, Roy Kiyoshi Wanti-Wanti Soal Cerai",clickbait,1
"Megawati Terekam Tolak Salami Surya Paloh, Isyaratkan Pecah Kongsi?",clickbait,1
Anies Baswedan Bantah Kabar Pencabutan KJP Pelajar Ikut Demo,non-clickbait,0
"Interaksi Lee Seung Gi dengan Anak-Anak Curi Fokus, 'Little Forest' Dianggap Program Penyembuhan",clickbait,1
Cerita Adrian Maulana Kembali Mengingat Tuhan Usai Kehilangan Harta Benda Senilai Rp700 Juta,clickbait,1
Begini Komentar Demokrat Soal Momen Salaman Megawati-AHY yang Canggung,clickbait,1
"Puan Maharani Jadi Ketua DPR, Iwan Fals Bikin Ngakak Saat Sampaikan Pesan Ini",clickbait,1
Donald Trump Soal Upaya Pencopotannya: Ini Kudeta,clickbait,1
"Siti Badriah Girang Abadikan Momen Bareng Jokowi, Padahal Dulu Cuma Foto Dengan Patung Lilin",clickbait,1
Karakter Ikonik Ini Bakal Kembali di 'Black Widow',clickbait,1
285 Ribu Warga Jawa Tengah Tercatat Sebagai Pelaku Penyalahgunaan Narkoba,non-clickbait,0
" Maling Uang Ratusan Juta di London 'Terkuak', Iis Dahlia Tunggu Kemungkinan Ganti Rugi",clickbait,1
Zaskia Gotik Pamer Kebersamaan Dengan Ayu Ting Ting dan Julia Perez Peringati Hari Batik Nasional,clickbait,1
Andhika Pratama Berniat Memergoki Hantu di Rumahnya Bikin Sederet Artis Ini Mengaku Ngeri,clickbait,1
Personel Girl Grup Ini Beber 5 Pengalaman Terburuk Selama Jadi Idol K-Pop,clickbait,1
"Mantan Pacar Justin Bieber Hadiri Pernikahannya dengan Hailey Baldwin, Siapa?",clickbait,1
Penjelasan Anies Baswedan Soal Pesan Mahasiswa Korban Demo yang Minta Pemerintah Hati-Hati,clickbait,1
" Mantap Minta Doa, Rezky Aditya-Citra Kirana Siap Sebar Undangan Dalam Waktu Dekat?",clickbait,1
"Vakum Gara-Gara Skandal Judi, Cha Tae Hyun Diincar Jadi Pemeran Utama Drama OCN",clickbait,1
"Hanya Berunjuk Rasa Sebentar, Buruh Akui Sudah Bertemu Ketua DPRD Jatim",non-clickbait,0
"Puan Maharani Jadi Ketua DPR Wanita Pertama, Setya Novanto: Dari Dulu Sudah Direncanakan",clickbait,1
Suga BTS Tak Terima Dituduh Joinan Baju dengan RM,clickbait,1
Sifat Asli Cha Eunwoo di Lokasi Syuting Dibongkar Aktor 'Rookie Historian Goo Hae Ryung' Ini,clickbait,1
Krisdayanti Banjir Cibiran Gara-Gara Video Sungkem Ibunda Usai Dilantik,clickbait,1
Asisten Nia Ramadhani Bela Diri Usai Bongkar Raffi dan Nagita Tidak Akur,clickbait,1
'Star Wars: The Rise of Skywalker' Bakal Lebih Eksplorasi Hubungan Kylo dan Rey,clickbait,1
"Jerinx SID Digoda Orang Ketiga, Nora Alexandra Marah Besar",clickbait,1
Begini Tanggapan Sri Mulyani Soal Demo Buruh Tolak Kenaikan Iuran BPJS Kesehatan,clickbait,1
"Berakhir Bahagia, Iis Dahlia Terima Pengganti Uang yang Hilang di London",clickbait,1
" Tina Toon Pamer Kursi Di Gedung DPR, Papan Nama Tampilkan Identitas Ganda Disorot",clickbait,1
Beda Tinggi Rowoon SF9 dan Kim Hye Yoon di Jumpa Pers 'Extraordinary You' Jadi Sorotan,clickbait,1
"Lucinta Luna Tantang Abash Buka Baju, Istri Sunu Fabian Sindir Soal Kubangan Maksiat - Topik Pagi",clickbait,1
"Liriknya Sempat Bikin Heboh, Zico Akhirnya Rilis MV Keren Untuk 'Extreme'",clickbait,1
Chanyeol EXO Kembali Jadi Sasaran Hujatan Gara-Gara Foto Lawas Saat Antar Lee Jong Hyun Wamil,clickbait,1
"Belum Debut, SuperM Kejutkan Fans Dengan Umumkan Tur Konser Amerika Utara",clickbait,1
"HyunA Diduga Sudah Tinggal Serumah dengan Pacar, Netizen Malah Sindir E'Dawn",clickbait,1
"Siap Bersaing Perebutkan Kursi Ketua MPR, Bambang Soesatyo Kantongi Dukungan 335 Suara",non-clickbait,0
"Laudya Cynthia Bella Diterpa Isu Keretakan Rumah Tangga, Mantan Istri Emran Buka Suara",clickbait,1
Jurnalis WNI Yang Tertembak Saat Demo Hong Kong Terancam Buta Permanen,non-clickbait,0
"Lisa BLACKPINK Umbar 'Pinggang Semut' Saat Berangkat ke Thailand, Ini Kata Netizen",clickbait,1
"Jelang Sambut Hari Ulang Tahun, GTV Siapkan ‘Big Movies Spesial Amazing 17 ’ ",non-clickbait,0
"Kemesraan dengan Raffi 5 Tahun Diduga Bohongan, Isu Nagita Selingkuh dengan Pengusaha Terkuak",clickbait,1
